date,platform,age_group,region,device,campaign_type,hour,impressions,month,click_rate,clicks,cpc,cost,conversion_rate,conversions,day,fatigue_factor,ctr,conversion_rate_actual,cpc_actual,cost_per_conversion
2025-01-20,Google,18-25,West India,Desktop,Video,19,51997,1,0.075216159549964,3911,0.9,3519.9,0.101141335680279,394,19,0.99924,0.0752158778391061,0.10074149833802097,0.9,8.933756345177665
2025-01-21,Instagram,36-50,West India,Mobile,Text,23,70037,1,0.0693617292193513,4857,1.3,6314.1,0.0964983811064254,467,20,0.9992,0.06934905835486957,0.09614988676137533,1.3,13.520556745182013
2025-01-22,Google,36-50,West India,Mobile,Video,0,51693,1,0.0653747721035305,3379,0.9,3041.1,0.0589177474640603,198,21,0.99916,0.06536668407714778,0.05859721811186742,0.9,15.35909090909091
2025-01-23,Google,18-25,West India,Desktop,Text,12,83386,1,0.0375226435812313,3128,0.9,2815.2000000000003,0.1352036301552619,421,22,0.99912,0.037512292231309814,0.13459079283887468,0.9000000000000001,6.686935866983373
2025-01-24,Google,26-35,West India,Desktop,Text,21,36712,1,0.0449984778077296,1651,0.9,1485.9,0.0887729790901502,145,23,0.99908,0.044971671388101986,0.08782556026650515,0.9,10.247586206896552
2025-01-25,Google,18-25,North India,Mobile,Text,1,87214,1,0.0313573588979938,2734,0.9,2460.6,0.0524608182628373,142,24,0.99904,0.03134817804480932,0.05193855157278712,0.9,17.328169014084505
2025-01-26,Instagram,26-35,West India,Mobile,Text,21,16905,1,0.0688389422677346,1163,1.3,1511.9,0.0532463971045395,60,25,0.999,0.06879621413782905,0.051590713671539126,1.3,25.198333333333334
2025-01-27,Google,18-25,North India,Mobile,Image,13,2591,1,0.0266595173284046,69,0.9,62.1,0.086006929047254,4,26,0.99896,0.026630644538788113,0.057971014492753624,0.9,15.525
2025-01-28,Google,18-25,North India,Mobile,Video,0,61159,1,0.0559117448450207,3419,0.9,3077.1,0.1371087050042505,467,27,0.99892,0.05590346473944963,0.13658964609534952,0.9,6.5890792291220555
2025-01-29,Instagram,18-25,South India,Desktop,Image,14,14522,1,0.0623923639436859,906,1.3,1177.8,0.1082035021226175,97,28,0.99888,0.06238810081256025,0.10706401766004416,1.3,12.142268041237113
2025-01-30,Google,36-50,North India,Mobile,Image,17,82689,1,0.0618671925173153,5115,0.9,4603.5,0.1173740460086071,599,29,0.99884,0.061858288285019776,0.11710654936461388,0.9,7.685308848080133
2025-01-31,Instagram,26-35,North India,Mobile,Image,8,4572,1,0.0846750859890336,387,1.3,503.1,0.1318285400717994,50,30,0.9988,0.08464566929133858,0.12919896640826872,1.3,10.062000000000001
2025-02-01,Google,26-35,West India,Desktop,Text,21,62680,2,0.061905870472578,3880,0.9,3492.0,0.123070162718494,476,31,0.99876,0.06190172303765156,0.12268041237113401,0.9,7.336134453781512
2025-02-02,Google,18-25,North India,Mobile,Text,7,59537,2,0.0632358138628816,3764,0.9,3387.6,0.0776280260121314,291,32,0.99872,0.06322119018425516,0.07731137088204039,0.9,11.641237113402061
2025-02-03,Instagram,36-50,West India,Mobile,Image,6,34061,2,0.0784147337363696,2670,1.3,3471.0,0.1403804636179935,373,33,0.99868,0.07838877308358533,0.1397003745318352,1.3,9.305630026809652
2025-02-04,Instagram,36-50,West India,Mobile,Image,8,92033,2,0.0535863519428585,4931,1.3,6410.3,0.059810609449224,293,34,0.99864,0.05357860767333456,0.05941999594402758,1.3,21.87815699658703
2025-02-05,Instagram,26-35,West India,Mobile,Video,8,88778,2,0.059159708752515,5252,1.3,6827.6,0.1342001616476229,703,35,0.9986,0.059158800603753184,0.13385376999238385,1.3,9.712091038406829
2025-02-06,Google,36-50,South India,Mobile,Image,10,67874,2,0.072548806868808,4924,0.9,4431.6,0.0551672663964351,270,36,0.99856,0.0725461885257978,0.054833468724614136,0.9,16.413333333333334
2025-02-07,Google,26-35,West India,Mobile,Text,3,61542,2,0.0537844661549708,3310,0.9,2979.0,0.0630485700052554,207,37,0.99852,0.053784407396574696,0.06253776435045318,0.9,14.391304347826088
2025-02-08,Instagram,26-35,North India,Mobile,Image,6,62907,2,0.0912107021111488,5737,1.3,7458.1,0.1155638297034797,660,38,0.99848,0.09119811785651835,0.11504270524664459,1.3,11.300151515151516
2025-02-09,Google,26-35,West India,Mobile,Video,20,17151,2,0.0844516422765545,1448,0.9,1303.2,0.1723906751710426,248,39,0.99844,0.08442656404874352,0.1712707182320442,0.9,5.254838709677419
2025-02-10,Google,36-50,West India,Mobile,Video,6,93526,2,0.0718332036248583,6718,0.9,6046.2,0.0640119730493439,429,40,0.9984,0.07183029318050596,0.06385829115808277,0.9,14.093706293706294
2025-02-11,Google,26-35,West India,Mobile,Image,3,81916,2,0.0510963836520185,4185,0.9,3766.5,0.0689897785436807,287,41,0.99836,0.05108892035743933,0.06857825567502987,0.9,13.123693379790941
2025-02-12,Google,26-35,South India,Mobile,Video,11,97571,2,0.051751814670163,5049,0.9,4544.1,0.2361027900449712,1189,42,0.99832,0.05174693300263398,0.23549217666864725,0.9,3.821783010933558
2025-02-13,Instagram,18-25,North India,Mobile,Video,16,46813,2,0.0944646961086689,4422,1.3,5748.6,0.0994901598925906,438,43,0.99828,0.09446094033708585,0.09905020352781546,1.3,13.124657534246577
2025-02-14,Google,26-35,South India,Mobile,Text,19,53627,2,0.0796940387291409,4273,0.9,3845.7,0.0745809364089366,317,44,0.99824,0.07968001193428684,0.07418675403697636,0.8999999999999999,12.13154574132492
2025-02-15,Instagram,26-35,North India,Mobile,Video,2,27117,2,0.092071222220872,2496,1.3,3244.8,0.0592070318053656,146,45,0.9982,0.09204558026330346,0.058493589743589744,1.3,22.224657534246578
2025-02-16,Google,18-25,South India,Mobile,Video,8,69034,2,0.0552455361763968,3813,0.9,3431.7000000000003,0.1812069430341706,688,46,0.99816,0.05523365298258829,0.1804353527406242,0.9,4.987936046511629
2025-02-17,Google,18-25,North India,Mobile,Image,4,26483,2,0.0559468306418208,1481,0.9,1332.9,0.105597700128051,155,47,0.99812,0.05592266737152135,0.10465901417960838,0.9,8.599354838709678
2025-02-18,Google,36-50,South India,Desktop,Text,19,72264,2,0.0411972126096627,2977,0.9,2679.3,0.0580234099105447,171,48,0.99808,0.04119616960035426,0.057440376217668794,0.9,15.66842105263158
2025-02-19,Google,26-35,West India,Mobile,Video,15,57469,2,0.068250476107093,3922,0.9,3529.8,0.1543269032438604,603,49,0.99804,0.06824548887226156,0.15374808771035187,0.9,5.853731343283583
2025-02-20,Instagram,36-50,South India,Desktop,Image,7,19877,2,0.0699176534629926,1389,1.3,1805.7,0.1249670950336048,172,50,0.998,0.06987976052724254,0.1238300935925126,1.3,10.498255813953488
2025-02-21,Instagram,36-50,South India,Desktop,Image,20,63396,2,0.0981578641909615,6222,1.3,8088.6,0.1310015759021469,813,51,0.99796,0.09814499337497634,0.13066538090646093,1.3,9.949077490774908
2025-02-22,Instagram,18-25,West India,Mobile,Image,15,93239,2,0.0923052618500299,8606,1.3,11187.8,0.1792796727797648,1538,52,0.99792,0.09230043222256781,0.17871252614455033,1.2999999999999998,7.274252275682704
2025-02-23,Instagram,36-50,West India,Mobile,Image,18,4088,2,0.0507303761626419,207,1.3,269.1,0.0440057819118516,8,53,0.99788,0.05063600782778865,0.03864734299516908,1.3,33.6375
2025-02-24,Instagram,26-35,North India,Desktop,Image,15,24179,2,0.0854865927732105,2066,1.3,2685.8,0.1596912974058685,328,54,0.99784,0.08544604822366517,0.15876089060987417,1.3,8.188414634146342
2025-02-25,Instagram,18-25,North India,Mobile,Image,17,48954,2,0.0855986453531926,4190,1.3,5447.0,0.1499714712904464,626,55,0.9978,0.0855905543980063,0.14940334128878283,1.3,8.701277955271566
2025-02-26,Google,26-35,North India,Desktop,Video,14,23011,2,0.0264195341655879,607,0.9,546.3000000000001,0.1118887148157611,66,56,0.99776,0.026378688453348398,0.10873146622734761,0.9000000000000001,8.27727272727273
2025-02-27,Google,26-35,South India,Mobile,Text,23,13839,2,0.0555618785284861,768,0.9,691.2,0.1527158776912617,116,57,0.99772,0.05549533925861695,0.15104166666666666,0.9,5.958620689655173
2025-02-28,Google,18-25,North India,Mobile,Text,17,53903,2,0.0321370709010727,1732,0.9,1558.8,0.1056198484502505,181,58,0.99768,0.03213179229356437,0.10450346420323325,0.9,8.612154696132597
2025-03-01,Google,26-35,South India,Mobile,Image,13,64561,3,0.0526451053887072,3398,0.9,3058.2000000000003,0.199056655129185,674,59,0.99764,0.052632394169854865,0.1983519717480871,0.9000000000000001,4.537388724035608
2025-03-02,Google,18-25,South India,Mobile,Image,23,24625,3,0.0651893873215948,1605,0.9,1444.5,0.1491474114553769,238,60,0.9976,0.06517766497461928,0.14828660436137073,0.9,6.069327731092437
2025-03-03,Google,26-35,North India,Mobile,Text,15,19481,3,0.0584076337764278,1137,0.9,1023.3,0.0624092386555365,69,61,0.99756,0.058364560340844925,0.06068601583113457,0.8999999999999999,14.830434782608695
2025-03-04,Instagram,18-25,North India,Mobile,Video,4,98289,3,0.1089227156033918,10705,1.3,13916.5,0.1513214261841293,1614,62,0.99752,0.10891351015881737,0.15077066791219057,1.3,8.622366790582404
2025-03-05,Google,36-50,South India,Desktop,Image,7,20558,3,0.0217661994916625,447,0.9,402.3,0.0787331447993652,34,63,0.99748,0.021743360249051463,0.07606263982102908,0.9,11.83235294117647
2025-03-06,Google,26-35,West India,Desktop,Text,15,83307,3,0.0336498463546444,2803,0.9,2522.7000000000003,0.0558343757342666,155,64,0.99744,0.03364663233581812,0.05529789511237959,0.9000000000000001,16.275483870967744
2025-03-07,Google,18-25,West India,Mobile,Text,20,32104,3,0.0331844509498774,1065,0.9,958.5,0.1230166152585143,130,65,0.9974,0.033173436331921255,0.12206572769953052,0.9,7.373076923076923
2025-03-08,Google,26-35,South India,Desktop,Image,0,99602,3,0.0294329093860642,2931,0.9,2637.9,0.208902538841128,610,66,0.99736,0.029427119937350657,0.20812009553053565,0.9,4.324426229508197
2025-03-09,Instagram,26-35,North India,Desktop,Text,10,54586,3,0.0632340501748509,3451,1.3,4486.3,0.1087124174943418,373,67,0.99732,0.06322133880482175,0.10808461315560706,1.3,12.027613941018767
2025-03-10,Google,26-35,South India,Desktop,Video,10,45420,3,0.0560667505375014,2546,0.9,2291.4,0.219847710032627,557,68,0.99728,0.056054601497137826,0.2187745483110762,0.9,4.113824057450628
2025-03-11,Instagram,18-25,South India,Mobile,Text,1,5061,3,0.0786624701165941,398,1.3,517.4,0.0653827846667031,25,69,0.99724,0.07864058486465125,0.06281407035175879,1.3,20.695999999999998
2025-03-12,Instagram,36-50,North India,Desktop,Image,21,34241,3,0.1038555883976964,3556,1.3,4622.8,0.1375109765734422,486,70,0.9972,0.10385210712303963,0.13667041619797526,1.3,9.5119341563786
2025-03-13,Google,36-50,West India,Mobile,Image,18,63055,3,0.0307372225948443,1938,0.9,1744.2,0.1568785306104566,303,71,0.99716,0.030735072555705338,0.1563467492260062,0.9,5.756435643564356
2025-03-14,Google,36-50,South India,Mobile,Text,23,82697,3,0.0637019131891227,5267,0.9,4740.3,0.0471320748088628,247,72,0.99712,0.063690339431902,0.04689576609075375,0.9,19.191497975708504
2025-03-15,Instagram,18-25,West India,Desktop,Text,4,71593,3,0.0441045623346486,3157,1.3,4104.1,0.0501188091010153,157,73,0.99708,0.04409648988029556,0.04973075704783022,1.3,26.140764331210192
2025-03-16,Instagram,36-50,West India,Mobile,Image,2,45173,3,0.1049818182135451,4742,1.3,6164.6,0.1643634556013658,776,74,0.99704,0.10497421025834015,0.16364403205398567,1.3,7.944072164948454
2025-03-17,Instagram,18-25,North India,Mobile,Video,22,6289,3,0.0912351193866884,573,1.3,744.9,0.127397625767899,71,75,0.997,0.09111146446175862,0.12390924956369982,1.3,10.491549295774648
2025-03-18,Instagram,26-35,South India,Desktop,Text,7,66180,3,0.0931652585050094,6165,1.3,8014.5,0.0995396086050096,611,76,0.99696,0.09315503173164098,0.09910786699107867,1.3,13.117021276595745
2025-03-19,Google,26-35,South India,Mobile,Video,3,3221,3,0.0625048489590516,201,0.9,180.9,0.2451727316657961,48,77,0.99692,0.062402980440856876,0.23880597014925373,0.9,3.7687500000000003
2025-03-20,Google,36-50,West India,Desktop,Video,12,64137,3,0.0478183429630007,3066,0.9,2759.4,0.2361152843405503,720,78,0.99688,0.047803919734318724,0.23483365949119372,0.9,3.8325
2025-03-21,Google,18-25,West India,Desktop,Image,21,43942,3,0.0431693139470316,1896,0.9,1706.4,0.161715218683469,305,79,0.99684,0.04314778571753675,0.1608649789029536,0.9,5.594754098360656
2025-03-22,Instagram,26-35,North India,Mobile,Image,13,22635,3,0.0393386603702454,890,1.3,1157.0,0.1577564691827749,139,80,0.9968,0.03931963772918047,0.15617977528089888,1.3,8.323741007194245
2025-03-23,Instagram,18-25,West India,Mobile,Image,0,53763,3,0.0631298108251902,3394,1.3,4412.2,0.0760814336263351,257,81,0.99676,0.06312891765712479,0.07572186210960519,1.3,17.168093385214007
2025-03-24,Google,18-25,North India,Desktop,Video,4,85562,3,0.0278586141294657,2383,0.9,2144.7000000000003,0.0839070986572102,198,82,0.99672,0.027851148874500364,0.08308854385228703,0.9000000000000001,10.831818181818184
2025-03-25,Google,26-35,South India,Mobile,Image,20,52072,3,0.0990329870927935,5156,0.9,4640.400000000001,0.2145276689091932,1102,83,0.99668,0.09901674604393916,0.21373157486423583,0.9000000000000001,4.210889292196008
2025-03-26,Google,18-25,North India,Desktop,Image,6,8075,3,0.0473058089925359,381,0.9,342.90000000000003,0.1434919185283073,53,84,0.99664,0.04718266253869969,0.13910761154855644,0.9000000000000001,6.469811320754718
2025-03-27,Google,26-35,West India,Desktop,Video,22,23378,3,0.0549724191015325,1285,0.9,1156.5,0.1797039706665905,229,85,0.9966,0.05496620754555565,0.17821011673151751,0.9,5.050218340611353
2025-03-28,Instagram,26-35,South India,Mobile,Video,5,36084,3,0.1052239035992498,3796,1.3,4934.8,0.1162562907550981,439,86,0.99656,0.10519898015741048,0.11564805057955743,1.3,11.241002277904329
2025-03-29,Instagram,26-35,North India,Mobile,Video,14,51426,3,0.0768293465455556,3951,1.3,5136.3,0.2057903147874296,810,87,0.99652,0.07682884144207211,0.20501138952164008,1.3,6.341111111111111
2025-03-30,Instagram,18-25,South India,Desktop,Video,14,80217,3,0.0674633940318141,5411,1.3,7034.3,0.0671138439416532,361,88,0.99648,0.06745452958849121,0.06671594899279246,1.3,19.485595567867037
2025-03-31,Google,26-35,North India,Mobile,Text,7,32584,3,0.0548486571143107,1787,0.9,1608.3,0.0696766837781667,123,89,0.99644,0.05484286766511171,0.06883044208170118,0.9,13.075609756097561
2025-04-01,Google,18-25,West India,Mobile,Image,1,32245,4,0.0779193685310049,2512,0.9,2260.8,0.0782637424464088,195,90,0.9964,0.07790355093812994,0.07762738853503184,0.9,11.593846153846155
2025-04-02,Instagram,26-35,West India,Desktop,Text,13,59959,4,0.038684379118268,2319,1.3,3014.7000000000003,0.1423445200335691,328,91,0.99636,0.03867642889307694,0.1414402759810263,1.3,9.191158536585366
2025-04-03,Instagram,26-35,South India,Desktop,Video,15,5983,4,0.0718409138452294,429,1.3,557.7,0.2219960138691195,94,92,0.99632,0.07170315895035935,0.2191142191142191,1.3,5.932978723404256
2025-04-04,Instagram,36-50,South India,Mobile,Video,22,98785,4,0.1117596235477381,11040,1.3,14352.0,0.1819420547492038,2000,93,0.99628,0.11175785797438882,0.18115942028985507,1.3,7.176
2025-04-05,Instagram,36-50,South India,Mobile,Video,9,97927,4,0.0868900247185205,8508,1.3,11060.4,0.0645263583471373,545,94,0.99624,0.08688104404301163,0.06405735778091208,1.3,20.294311926605506
2025-04-06,Google,36-50,North India,Mobile,Video,14,31897,4,0.06264432611464,1998,0.9,1798.2,0.2220616192506745,441,95,0.9962,0.06263911966642631,0.22072072072072071,0.9,4.077551020408164
2025-04-07,Google,18-25,West India,Desktop,Video,22,41602,4,0.0660629389765445,2748,0.9,2473.2000000000003,0.2502463660116935,684,96,0.99616,0.06605451660977837,0.24890829694323144,0.9000000000000001,3.615789473684211
2025-04-08,Google,18-25,South India,Desktop,Image,3,86538,4,0.0364152232390181,3151,0.9,2835.9,0.0901873417000298,282,97,0.99612,0.03641174975155423,0.08949539828625833,0.9,10.056382978723404
2025-04-09,Google,26-35,South India,Desktop,Text,11,77034,4,0.0662472899842966,5103,0.9,4592.7,0.1771779167970997,900,98,0.99608,0.06624347690630111,0.1763668430335097,0.8999999999999999,5.103
2025-04-10,Google,26-35,South India,Mobile,Text,9,50411,4,0.0372469543324568,1877,0.9,1689.3,0.1977638358385267,369,99,0.99604,0.037233937037551325,0.19659030367607885,0.9,4.578048780487805
2025-04-11,Google,26-35,North India,Desktop,Image,1,69742,4,0.0216458519195727,1509,0.9,1358.1,0.0977850700890506,146,100,0.996,0.021636890252645466,0.09675281643472498,0.8999999999999999,9.302054794520547
2025-04-12,Instagram,26-35,South India,Desktop,Image,3,79466,4,0.080209108545316,6373,1.3,8284.9,0.086998501925014,551,101,0.99596,0.08019782045151386,0.08645849678330457,1.3,15.03611615245009
2025-04-13,Google,18-25,South India,Mobile,Image,19,76856,4,0.0626912981188639,4818,0.9,4336.2,0.2334494016200269,1119,102,0.99592,0.06268866451545747,0.23225404732254049,0.8999999999999999,3.875067024128686
2025-04-14,Google,26-35,North India,Mobile,Text,5,94550,4,0.0895943268631021,8471,0.9,7623.900000000001,0.0468647749690398,394,103,0.99588,0.0895928080380751,0.046511627906976744,0.9,19.35
2025-04-15,Instagram,26-35,North India,Desktop,Text,13,98353,4,0.0919267035893775,9041,1.3,11753.3,0.0761968206848318,685,104,0.99584,0.09192398808373918,0.07576595509346311,1.2999999999999998,17.158102189781022
2025-04-16,Google,36-50,South India,Mobile,Video,22,39126,4,0.036705131902393,1436,0.9,1292.4,0.2279124101964684,325,105,0.9958,0.036701937330675255,0.22632311977715877,0.9,3.976615384615385
2025-04-17,Google,26-35,South India,Mobile,Text,2,93288,4,0.0773862939004995,7219,0.9,6497.1,0.1418538848945684,1019,106,0.99576,0.0773840150930452,0.14115528466546612,0.9,6.375956820412169
2025-04-18,Instagram,26-35,North India,Mobile,Text,14,71043,4,0.0768839283225758,5462,1.3,7100.6,0.1316207233378246,714,107,0.99572,0.0768830145123376,0.13072134749176126,1.3,9.944817927170869
2025-04-19,Google,26-35,West India,Mobile,Image,0,56610,4,0.0588777353239439,3333,0.9,2999.7000000000003,0.1669593788015556,553,108,0.99568,0.058876523582405936,0.16591659165916592,0.9000000000000001,5.424412296564196
2025-04-20,Google,18-25,North India,Mobile,Text,18,24925,4,0.0375289469420868,935,0.9,841.5,0.131842325432857,122,109,0.99564,0.037512537612838515,0.1304812834224599,0.9,6.897540983606557
2025-04-21,Google,36-50,West India,Mobile,Video,0,37276,4,0.0695728489482402,2593,0.9,2333.7000000000003,0.1265958333947399,326,110,0.9956,0.06956218478377509,0.12572310065561126,0.9000000000000001,7.1585889570552155
2025-04-22,Google,26-35,South India,Desktop,Text,12,24689,4,0.0314357746216584,776,0.9,698.4,0.093810455595761,71,111,0.99556,0.03143100166065859,0.09149484536082474,0.9,9.836619718309858
2025-04-23,Instagram,26-35,South India,Desktop,Image,7,64942,4,0.107937661183358,7009,1.3,9111.7,0.1319806174347592,920,112,0.99552,0.1079270733885621,0.13125980881723498,1.3,9.904021739130435
2025-04-24,Instagram,36-50,West India,Desktop,Image,17,55146,4,0.0997238021196993,5499,1.3,7148.7,0.183690840764365,1005,113,0.99548,0.09971711456859972,0.18276050190943807,1.3,7.113134328358209
2025-04-25,Instagram,26-35,North India,Mobile,Video,21,16238,4,0.1184444828259192,1923,1.3,2499.9,0.2344176686902351,447,114,0.99544,0.1184259145214928,0.23244929797191888,1.3,5.59261744966443
2025-04-26,Instagram,18-25,South India,Desktop,Video,2,61424,4,0.0329270038796826,2022,1.3,2628.6,0.1643153766872411,330,115,0.9954,0.03291872883563428,0.1632047477744807,1.3,7.965454545454545
2025-04-27,Instagram,26-35,West India,Desktop,Text,22,25807,4,0.102342610204558,2641,1.3,3433.3,0.053047404394486,139,116,0.99536,0.10233657534777386,0.05263157894736842,1.3,24.700000000000003
2025-04-28,Google,18-25,North India,Mobile,Video,17,75457,4,0.0785111261101837,5924,0.9,5331.6,0.2344229349113837,1381,117,0.99532,0.07850828948937806,0.23311951384199864,0.9,3.860680666183925
2025-04-29,Instagram,18-25,West India,Mobile,Video,19,12204,4,0.0538586932937598,657,1.3,854.1,0.0738143268465302,47,118,0.99528,0.05383480825958702,0.0715372907153729,1.3,18.172340425531914
2025-04-30,Google,26-35,North India,Mobile,Image,8,66245,4,0.0805969564085258,5339,0.9,4805.1,0.0709938931979195,377,119,0.99524,0.0805947618688203,0.0706124742461135,0.9,12.745623342175067
2025-05-01,Instagram,36-50,North India,Desktop,Image,5,39567,5,0.0746286884121001,2952,1.3,3837.6,0.153401175720577,449,120,0.9952,0.07460762756842823,0.15210027100271004,1.3,8.546993318485523
2025-05-02,Instagram,18-25,North India,Mobile,Text,19,36697,5,0.1005316203035,3689,1.3,4795.7,0.0946446490050637,347,121,0.99516,0.10052592855001771,0.09406343182434264,1.3,13.820461095100864
2025-05-03,Google,36-50,North India,Desktop,Text,1,91429,5,0.0392751463549978,3590,0.9,3231.0,0.0721711746684241,257,122,0.99512,0.03926544094324558,0.07158774373259053,0.9,12.571984435797665
2025-05-04,Google,26-35,West India,Mobile,Text,3,2530,5,0.0712484621017745,180,0.9,162.0,0.1447782527030364,25,123,0.99508,0.07114624505928854,0.1388888888888889,0.9,6.48
2025-05-05,Google,18-25,West India,Mobile,Text,17,97777,5,0.0232342345342575,2271,0.9,2043.9,0.1483002602719848,334,124,0.99504,0.02322632111846344,0.14707177454865697,0.9,6.119461077844312
2025-05-06,Google,26-35,West India,Desktop,Image,6,25297,5,0.0431641173733553,1091,0.9,981.9,0.0863067771788184,93,125,0.995,0.043127643594102066,0.08524289642529789,0.9,10.558064516129033
2025-05-07,Instagram,36-50,West India,Mobile,Text,10,75838,5,0.0718606859794488,5449,1.3,7083.7,0.1373424731360684,744,126,0.99496,0.0718505234842691,0.13653881446136906,1.3,9.521102150537635
2025-05-08,Instagram,26-35,West India,Mobile,Text,4,49906,5,0.0786955847002325,3927,1.3,5105.1,0.1147449333732422,447,127,0.99492,0.0786879333146315,0.11382734912146678,1.3,11.420805369127518
2025-05-09,Google,26-35,North India,Desktop,Video,7,67251,5,0.0310719047089256,2089,0.9,1880.1,0.0894088231146661,185,128,0.99488,0.03106273512661522,0.08855911919578746,0.8999999999999999,10.162702702702703
2025-05-10,Google,18-25,South India,Desktop,Text,10,76069,5,0.040071112132971,3048,0.9,2743.2000000000003,0.1606335379526815,486,129,0.99484,0.04006888482824804,0.1594488188976378,0.9000000000000001,5.644444444444445
2025-05-11,Google,26-35,South India,Mobile,Video,23,61748,5,0.0322905229825569,1993,0.9,1793.7,0.0644551720146282,127,130,0.9948,0.03227634903154758,0.06372303060712493,0.9,14.123622047244094
2025-05-12,Google,26-35,West India,Mobile,Image,19,41295,5,0.0572958493539273,2366,0.9,2129.4,0.0845119218875742,197,131,0.99476,0.057295072042620174,0.08326289095519865,0.9,10.809137055837564
2025-05-13,Google,26-35,West India,Mobile,Text,19,53464,5,0.0768916713503497,4110,0.9,3699.0,0.0811551316750685,331,132,0.99472,0.07687415831213527,0.0805352798053528,0.9,11.175226586102719
2025-05-14,Google,18-25,South India,Desktop,Video,14,8223,5,0.0560427976872231,460,0.9,414.0,0.1804327146081187,81,133,0.99468,0.055940654262434636,0.17608695652173914,0.9,5.111111111111111
